Description,Label
"Ai xem phim thì cũng biết tình bạn của Elphaba và Glinda siêu đỉnh rùi, đu OTP tình bạn đáng iu này bằng ly Wicked ngay hôm nay nha~*Xem chi tiết về ly Wicked 2 ngăn tại: bitly/wickedcombo#CGV #CGVCinemas #Wicked",phim
YEAY MAI THỨ HAI LÀ CGV MOVIE DATE !!! Đồng giá chỉ từ 49K cho vé 2D rạp tiêu chuẩn khi mua trực tuyến (online) nha nha nha! Chương trình áp dụng vào các ngày Thứ Hai:… Xem thêm,phim
"Nay trời mát cả đám rủ đi chơi, Tails bỏ đi đâu mất tiêu Ai giúp Ad tìm Tails vớiiiNHÍM SONIC 3 | Dự Kiến Khởi Chiếu: 27122024#NhimSonic3 #SonicMovie3",phim
"Có thể ai cũng đã biết, trong phần 2 của loạt phim Chúa Nhẫn (Chúa Tể Của Những Chiếc Nhẫn: Hai Toà Tháp) bức tượng trước pháo đài Hornburg là tượng đài tưởng nhớ vua Helm Hammerhand CHÚA TỂ CỦA NHỮNG CHIẾC NHẪN: CUỘC CHIẾN CỦA ROHIRRIM, khởi chiếu 13122024#LOTR #chuatecuanhungchiecnhan #cuocchiencuarohirrim",phim
Phim vừa dễ thương vừa ý nghĩa Cùng cả gia đình đi xem là mê nhất đó nè ^^ Đặt vé ngay: https://bitly/CGVOZIOZI: PHI VỤ RỪNG XANH | ĐANG CHIẾU TẠI RẠPPhim dành cho khán giả mọi lứa tuổi#Oz… Xem thêm,phim
Ra khơi rẽ sóng cùng chị đẹp MOANA tại CGV nào~ĐẶT VÉ NGAY: https://bitly/CGVMOANA2Phim có mã P Dành cho mọi độ tuổi#Moana2 #CGVVietnam #NowShowing,phim
"Nhìn thấy nó Châu Âu mà cũng Châu Á mà cũng rất Việt Nam hén! Cũng vừa Âu phục nhưng cũng có sự xuất hiện của áo dài Ngũ Thân!Thông qua sự đa dạng trong trang phục của các nhân vật, bộ phim Công Tử Bạc Liêu còn truyền tải một tinh thần, một câu chuyện về sự giao thoa giữa quá khứ và hiện tại giữa thời điểm những giá trị cũ và mới đang đan xenCông Tử Bạc Liêu Khởi chiếu tại rạp 06122024… Xem thêm",phim
Team bạn đã checkin chưa? Cả thành phố đang rần rần vì chiếc xe bus Jujutsu Kaisen siêu ngầu đây này! Tụi tui đã tranh thủ bắt trend cùng BST Ly cực xịn!! Nhanh tay ra rạp sắm ngay 1 bộ để không bỏ qua cơ hội có được bức ảnh triệu like và tận hưởng khoảnh khắc cực vui nhé!#CGV #CGVCinemas #JujutsuKaisen,phim
LIVESTREAM SỰ KIỆN CÔNG CHIẾU PHIM ĐIỆN ẢNH CÔNG TỬ BẠC LIÊU,phim
"Thấy xe cấp cứu là biết có điềm xấu, thêm cái xác và ánh đèn đỏ combo đầu nămHành trình quỷ dị Âm Dương Lộ khởi hành tháng 022025#Amduonglo #phimkinhdi #comingsoon",phim
Lilo và Stitch phiên bản live action tung teaser poster đầu tiên! Phim dự kiến khởi chiếu 23052025 #liloandstitchliveaction #comingsoon #CGVVietnam,phim
LIỀU ĂN NHIỀU?Một nhóm nữ sinh học kém nhưng muốn điểm cao nên chọn cách chơi trốn tìm với ma Ai dè ma nữ này vừa lầy lại còn tẻn tẻn nên đã xảy ra nhiều cuộc rượt đuổi “Sợ 1 Cười 10”… Xem thêm,phim
SỞ HỮU NGAY CHIẾC VÍ ĐỰNG THẺ ĐƯỢC TÁI CHẾ TỪ MÀN CHIẾU CGV !!! Loa loa loa loa Mua 02 vé xem phim Red One / Wicked / Gladiator II định dạng IMAX hoặc 4DX hoặc Ultra 4DX sẽ được tặng 01 Ví đựng thẻ được tái chế từ màn chiếu CGV nè cả nhà ơi! Lên lịch book kèo ngay thoaiiiiii Thông tin chi tiết chương trình mời cả nhà xem tại: https://wwwcgvvn/default/newsoffer/cgvdienanhxanh/#C… Xem thêm,phim
"Rủ đi ăn mì Rủ Mèrimì 2022 Có Mai Đẹttini thì 2024 có Mèrimì, nghe 1 phát biết người Thái liền —C/HIẾN ĐỊA T/Ử THI ĐANG CHIẾU TẠI RẠP… Xem thêm",phim
XÉ TÚI MÙ TIẾP THEO LUÔN NHAAAA! Quà tặng độc quyền chỉ có tại CGV! Mua 01 vé tặng 01 giá đỡ điện thoại (popsocket) Paconnie cực xinhhh … Xem thêm,phim
GIA ĐÌNH ÔNG TRẦN ĐẮC LỊNH HÂN HOAN KÍNH MỜI BÀ CON ĐẾN VỚI XỨ SỞ BẠC LIÊU TRÙ PHÚ!Chiêm ngưỡng những pha đấu khẩu nảy lửa giữa ông Lịnh và cậu Ba để thấy gia đình siêu giàu Bạc Liêu cũng cãi nhau um sùm y chang gia đình mìnhNhưng bù lại bà Lịnh và cô Sáu sẽ là hai nhân tố gánh độ đáng yêu của bộ phimCông Tử Bạc Liêu Khởi chiếu tại rạp 06122024 Vé hiện tại mở bán tại: https://bitly/CGVCONGTUBACLIEU#PhimCongTuBacLieu #CongTuBacLieu #CTBL #CGV #VPICTURES #LyMinhThang #XuongPhimMauHong #SongLuan #ThienAn #KaityNguyen #NSUTThanhLoc #NSThanhThuy #NSUTHuuChau,phim
Nhìn kiểu gì cũng thấy hắc ám ra rạp xem phim để biết sao mà bị ghét nhất phim nha —C/HIẾN ĐỊA T/Ử THI ĐANG CHIẾU TẠI RẠP Đặt vé ngay: https://bitly/OUCGV… Xem thêm,phim
ÊKÍP CÔNG TỬ BẠC LIÊU CHI NỬA TỶ ĐỒNG ĐỂ TÁI HIỆN CHIẾC MÁY BAY TƯ NHÂN ĐẦU TIÊN CỦA VIỆT NAM Mời quý vị quan khách gần xa cùng khám phá quá trình tạo nên một phiên bản máy bay có kích thước và kiểu dáng giống hệt nguyên mẫu máy bay tư nhân đầu tiên ở Việt Nam và lý do khiến ekip Công Tử Bạc Liêu quyết định chơi lớn Công Tử Bạc Liêu Khởi chiếu tại rạp 06122024 Vé… Xem thêm,phim
[MINIGAME LINH MIÊU: QUỶ NHẬP TRÀNG] Cơ hội nhận những phần quà hấp dẫn chỉ với 03 bước đơn giản sau:Bước 1: Like Fanpage CGV Cinemas VietnamBước 2: Like và Share bài viết này ở chế độ công khai kèm hash #LinhMieu #CGV #minigame Bước 3: Comment đáp án đúng cho câu hỏi sau và tag 03 người bạn dưới phần bình luận của bài post nàyC… Xem thêm,phim
"HỒNG ĐÀO MẮNG VIỆT HƯƠNG ĐẾN BẬT KHÓCSau khi công bố ấn định ngày khởi chiếu 20/12/2024, phim Chị Dâu tung trailer chính thức, drama ngay từ giây đầu tiênLấy bối cảnh chính cực kỳ thân quen với người Việt Nam là đám giỗ dự đoán đây sẽ là nơi mọi drama bắt đầu Không biết đã có chuyện gì xảy ra, nhưng cả 5 bà chị đều phát huy “mỏ hỗn” hết nấc trong trailer… Xem thêm",phim
"C hiế n địa kinh dị zumbi Thái đã mở cổng đón khách, các tín đồ phim kinh dị còn chờ gì mà chưa đặt vé tham quan ngay —C/HIẾN ĐỊA T/Ử THI Suất chiếu đặc biệt từ 18h ngày 28/11Khởi chiếu 29112024 … Xem thêm",phim
"CÔNG TỬ BẠC LIÊU CHƠI LỚN XUỐNG TẬN BẠC LIÊU TRI ÂN NGƯỜI DÂN BẠC LIÊU Không chỉ có cậu Ba Song Luân mà sự kiện tri ân còn có mặt cô Bảy Đoàn Thiên Ân, Bạch Công tử Công Dương hay ông Hội đồng Lịnh đó nha mấy bà ơi !!Bà con Bạc Liêu nhanh chóng xuống phần comment bên dưới để tìm hiểu thể lệ nhận ngay cơ hội đến tụ họp của dàn diễn viên Công Tử Bạc Liêu nghen … Xem thêm",phim
Chờ mợ rã đông để khui quà Noel Chờ CGV rã đông để khui Sí Rịt#CGV #CGVCinemas #Comingsoon,phim
"CHỈ CÒN 30 NGÀY ĐỂ THĂNG HẠNG Các thành viên ơi, đừng thư giãn nữa!!! Còn lại 30 ngày để ra rạp tích lũy chi tiêu, nhập hội VIPVVIP 2025, chi tiết như sau:… Xem thêm",phim
"Tính hông có hạppp, nhưng phải đi chung dzị mới dzuii! Nhớ rủ hội bạn đặt vé ngay để mỗi đứa rinh ngay 01 nhỏ Paconnie đúng với cái nư mình liền nghen … Xem thêm",phim
"Khỉ đầu chó có thể dài tới 120cm và cân nặng lên đến 40kg Tất cả chúng đều có mõm dài giống chó, hàm nặng, khỏe với răng nanh sắc nhọn, chỉ cần một nhát cắn thôi là bạn có thể đăng xuất liền khỏi thế giới Nếu bạn là Lucius trong Võ Sĩ Giác Đấu II, bạn sẽ chiến đấu với lũ khỉ này như thế nào? Link đặt vé: https://bitly/CGVGLADIATORII#VoSiGiacDauII #GladiatorII",phim
"Trailer chính thức của siêu phẩm BLUE PERIOD phiên bản Liveaction Khi đam mê trở thành vũ khí tối thượng, điều bình thường nhất cũng trở nên thật phi thường! Liveaction truyền cảm hứng đáng xem nhất mùa đông này Hẹn lịch ra CGV với Yukachan nha~ BLUE PERIOD Khởi chiếu: 29112024Suất chiếu đặc biệt từ 19:00 ngày 27 và 28112024P… Xem thêm",phim
"Sul Kyunggu: Đỉnh lưu màn bạc Công việc chính: Diễn viên Nghề tay phải: Đỉnh lưu bom tấn điện ảnh, sat thủ, luật sư,… Xem thêm",phim
MINIGAME NÓNG BỎNG TAY Đôi bạn mặc áo xanh hồng chụp hình đôi theo 1 trong 2 kiểu của poster phim WICKED Up hình lên facebook cá nhân ở chế độ công khai với caption đậm chất phù thủy WICKED kèm hashtag #phimwicked #wickedvnComment bên dưới post này ngay khi thực hiện xongGiả… Xem thêm,phim
"CHÚA TỂ CỦA NHỮNG CHIẾC NHẪN: CUỘC CHIẾN CỦA ROHIRRIM lọt vào danh sách rút gọn cho Hạng mục Phim Hoạt Hình Xuất Sắc Nhất của Oscar 2025, cạnh tranh với hàng loạt các bom tấn hoạt hình lớn khác Phim khởi chiếu tại rạp từ 13122024#lotr #chuatecuanhungchiecnhan #cuocchiencuarohirrim",phim
"Đỉnh! Phòng chiếu WICKED sing along full ghế Chúc các thần dân xứ Oz một đêm rộn ràng trong âm nhạc Đừng bỏ lỡ, nhanh tay đặt vé ngay: https://bitly/CGVWICKED WICKED | Đang chiếu tại rạp #WickedMovie #PhimWicked",phim
"THỨ TƯ VUI VẺ, ưu đãi GẤP BỘI, niềm vui NHÂN ĐÔI cùng CGV & VNPAYQR! Giá vé CGV chỉ từ 55K, VNPAY mời thêm 15K, giá chỉ từ 40K Thứ Tư đã điểm, đến hẹn lại vui ! Thỏa sức đằm chìm trong những bộ phim bom tấn đình đám với giá vé chỉ từ 55K mỗi Thứ 4 hàng tuần Giờ đây còn nhận thêm ưu đãi chồng ưu đãi từ VNPAYQR!Mu… Xem thêm",phim
"Toàn các studio uy tín như vậy, phim đảm bảo hay CHÚA TỂ CỦA NHỮNG CHIẾC NHẪN: CUỘC CHIẾN CỦA ROHIRRIM, khởi chiếu 13122024#LOTR #chuatecuanhungchiecnhan #cuocchiencuarohirrim",phim
"Ekip làm phim Công Tử Bạc Liêu không chỉ tái hiện Sài Gòn xưa qua những hình ảnh, thuớc phim mà còn chỉn chu tới từng câu thoại Những từ ngữ được sử dụng được tổ biên kịch điều chỉnh để phù hợp nhất với bối cảnh phim Vì vậy, khán giả có thể bắt gặp những cụm từ khá xa lạ Hãy cùng điểm qua một số từ ngữ, địa danh xưa được đề cập trong bộ phim nhé! Công Tử Bạc Liêu Khởi chiếu tại rạp 06122024… Xem thêm",phim
"TÚI MÙ CUỐI CÙNG ĐÃ ĐƯỢC XÉ! SIÊU BẤT NGỜ VỚI GIÁ VÉ CHỈ DÀNH RIÊNG CHO 3 NGÀY BLACK FRIDAY TẠI CGV!!! Ưu điểm: Giá vé 2D từ 55000Đ 85000Đ cho rạp tiêu chuẩn 2D, áp dụng trong 3 ngày cuối tuần Nhược điểm: Chỉ trong 3 ngày 29112024 01122024 Giảm thêm 20% trên giá vé Black Friday cho khách hàng là trẻ em, người cao tuổi … Xem thêm",phim
HEO NĂM MÓNG MỘT TRUYỀN THUYẾT LINH DỊ ĐÁNG SỢ NHẤT CỦA DÂN TỘC KHMER RA MẮT VÀO 2025 Đây là linh dị kế tiếp trong chuỗi phim kinh dị về các linh vật dân gian Việt Nam sau Quỷ Cẩu và Linh Miêu󰴛LINH MIÊU: Quỷ Nhập Tràng | ĐANG CHIẾU TẠI CGV… Xem thêm,phim
"Triển lãm “MỸ THUẬT TRONG PHIM CÔNG TỬ BẠC LIÊU” – Lát cắt văn hoá thú vị của một giai thoại và thời kỳ lịch sửXin được mời bà con quý khách cùng khám phá một thế giới phim thu nhỏ qua triển lãm đặc biệt cùng tên Từ phục trang, bối cảnh, hóa trang, đến hiệu ứng, tất cả đều được bày trí tinh tế, tái hiện chân thực tinh thần xa hoa thiênhạ đệnhứt chơi ngông! Đặc biệt, lần đầu tiên, một bộ phim ngắn được dựng bằng kỹ thuật stopmotion sẽ được trình chiếu, mang đến trải n… Xem thêm",phim
| Đừng săn Ngưu Ma Vương nữa!! Săn ngay quà HOT với hàng loạt các chương trình hấp dẫn từ CGV Mua Thẻ quà tặng CGV/eGift tặng voucher giảm giá Mua vé xem phim tặng quà và bắp Mua một tặng một nhiều sản phẩm merchandise độc quyền tại rạp…Và vẫn còn … Xem thêm,phim
WICKED – Đỉnh cao của thế giới phù thủy đã đến! Chuyện gì xảy ra khi hai phù thủy mạnh nhất đối đầu giữa ánh sáng và bóng tối? Câu trả lời nằm ở WICKED! Một siêu phẩm phép thuật đầy cảm xúc với những pha xoắn não cực đỉnh đang chờ bạn khám phá Zalopay khao bạn vé hời để bạn thưởng thức phim với ưu đãi hấp dẫn và tận hưởng hành trình phép thuật không giới hạn! Đồng giá vé bạn mới chỉ 9K Đồng giá vé bạn thân chỉ 84K T… Xem thêm,phim
"Sự tích độc lạ Rohan: Vua Helm Hammerhand đi đường quyền, ra đúng 1 đòn đối thủ đã hẻo CHÚA TỂ CỦA NHỮNG CHIẾC NHẪN: CUỘC CHIẾN CỦA ROHIRRIM, khởi chiếu 13122024#LOTR #chuatecuanhungchiecnhan #cuocchiencuarohirrim",phim
"Cậu Ba Hơn và cậu Tư Phát say hi cả nhà Danh sách rạp và thể lệ sở hữu STANDEE sẽ sớm được CGV cập nhật, cùng đón chờ nha!#CGV #CGVVietNam #CongTuBacLieu #Standee #QuaTang #Comingsoon",phim
BLACK CORN ĐÂY 2024Cơ hội nhận ngay Voucher vé xem phim 2D hoặc Thẻ Quà Tặng 100000VND đang chờ bạn tại siêu lễ hội BLACK FRIDAY của CGV đó! #CGV #CGVCinemas #BlackFridayComingsoon,phim
"Andrew Garfield đã mang lên màn ảnh một người chồng, người cha, một nhân vật nam chính tuyệt vời: Anh ân cần, dịu dàng, luôn thấu hiểu và sẵn sàng hy sinh vì ước mơ của bạn đời Điều Tobias mong muốn, không gì hơn, là được thấy Almut trong dáng vẻ tỏa sáng nhất của cô Còn gì xúc động hơn giây phút Tobias chỉ vào Almut trên sân khấu và thì thầm với bé Ella, Mẹ của con đấy NGÀY TA ĐÃ YÊU, siêu phẩm lãng mạn xúc động nhất cuối năm 2024 Đang chiếu tại rạp… Xem thêm",phim
"Lương về hốt ngay ly xịn Đầu tháng rủng rỉnh, chốt ngay chiếc ly Jujutsu Kaisen vừa đẹp, vừa chất, vừa mang đi check in được hình triệu like đi nè!! Thông tin chương trình xem thêm tại: bitly/CGVJJK#CGV #CGVCinemas #JujutsuKaisen",phim
Shutter là minh chứng cho độ kinh dị và ám ảnh mãi mãi cho dòng phim kinh dị Thái Đừng quên “chị ta” vẫn đang đợi mấy bạn ngoài rạp chơi cùng đó nha Matxa cổ vai gáy tại: https://bitly/CGVSHUTTERHồn Ma Theo Đuổi | Đang chiếu tại rạp#h… Xem thêm,phim
"Tháng 10, Venom gây náo loạn màn ảnh!Tháng 12, Kraven bước vào cuộc săn với sự tàn bạo không hồi kết Kraven Thợ Săn Thủ Lĩnh Dự kiến khởi chiếu: 13122024#K… Xem thêm",phim
Điểm chụp ảnh Giáng Sinh mới tại Hà Nội: Khu trưng bày WICKED ở AEON LONG BIÊN Đặt vé ngay tại đây: https://bitly/CGVWICKED WICKED đang chiếu tại rạp #PhimWicked #WickedMovie,phim
Quá trời ma cho các tín đồ kinh dị Thái quẹo lựa —C/HIẾN ĐỊA T/Ử THI Suất chiếu đặc biệt từ 18h ngày 28/11Khởi chiếu 29112024Đặt vé ngay: https://bitly/OUCGV… Xem thêm,phim
"Ưu điểm: Xinh gái, quyết tâm đậu đại họcNhược điểm: Hơi ngốc, không chịu học mà đi trốn tìm với Coi bộ chị ma đợt này bị “dí” mệt người à nhen… Xem thêm",phim
"XEM PHIM RỒI MÌNH ĐI ĂN ĐÂU ĐÂY TA? Câu hỏi quen thuộc nay đã có ngay câu trả lời Kết hội tham gia ngay group checkin quán ăn tại Tầng 4 & Tầng 5 – TTTM Diamond Plaza, Quận 1 với đa dạng sự lựa chọn từ món Hàn Quốc đến Việt Nam Chưa hết, Tầng 4 với diện mạo mới cực sang chảnh sẵn sàng cùng bạn sống ảo trên từng khung hình Đặc biệt… Xem thêm",phim
